878360343	20181009	201810	2018	2018.7644											GBR	GLASGOW	GBR								1	173	173	17	4	-5.0	9	1	9	2.38095238095238	0								4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20191009103000	https://www.edinburghnews.scotsman.com/business/edinburgh-hosts-ey-sponsored-event-support-female-stem-students-careers-646590
878360344	20181009	201810	2018	2018.7644											IRL	CORK	IRL								0	042	042	04	1	1.9	10	1	10	-0.759013282732441	0								1	Jersey	JE	JE		49.216667	-2.116667	JE	1	Jersey	JE	JE		49.216667	-2.116667	JE	20191009103000	https://jerseyeveningpost.com/news/2019/10/09/penniless-islander-thanks-all-who-have-provided-support/
878360345	20181009	201810	2018	2018.7644	BUS	INVESTOR						BUS													0	071	071	07	2	7.4	10	1	10	1.34003350083752	4	City Of London, London, City of, United Kingdom	UK	UKH9	40110	51.5141	-0.093689	-2601891	0								4	City Of London, London, City of, United Kingdom	UK	UKH9	40110	51.5141	-0.093689	-2601891	20191009103000	https://www.bigissue.com/latest/mapping-the-future-of-ethical-investing/
878360346	20181009	201810	2018	2018.7644	ERI	ERITREA	ERI								MIL	MILITARY						MIL			0	057	057	05	1	8.0	2	2	2	-1.78185526766953	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	4	Oromo, Amara, Ethiopia	ET	ET46	40799	11.8667	39.7333	-618300	20191009103000	https://af.reuters.com/article/topNews/idAFKBN1WO11Z-OZATP
878360347	20181009	201810	2018	2018.7644	ERI	ERITREA	ERI								MIL	MILITARY						MIL			0	057	057	05	1	8.0	8	2	8	-1.78185526766953	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	20191009103000	https://af.reuters.com/article/topNews/idAFKBN1WO11Z-OZATP
878360348	20181009	201810	2018	2018.7644	GBR	UNITED KINGDOM	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			1	030	030	03	1	4.0	8	1	8	-2.22929936305733	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20191009103000	https://www.heraldscotland.com/news/17956527.storm-irn-bru-2-000-bid-bring-back-original-recipe/
878360349	20181009	201810	2018	2018.7644	IGOUNODEVWBK	WORLD BANK		UNO				IGO	DEV		GOV	MINISTRY						GOV			1	045	045	04	1	5.0	10	1	10	2.83687943262411	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20191009103000	https://allafrica.com/stories/201910090250.html
878360350	20181009	201810	2018	2018.7644	IGOUNOKID	UNICEF		UNO				IGO			AUS	AUSTRALIA	AUS								0	070	070	07	2	7.0	10	1	10	1.0498687664042	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191009103000	https://thenextweb.com/hardfork/2019/10/09/ethereum-foundation-first-donation-unicef-cryptocurrency/
878360351	20181009	201810	2018	2018.7644	IRL	CORK	IRL																		0	043	043	04	1	2.8	10	1	10	-0.759013282732441	1	Jersey	JE	JE		49.216667	-2.116667	JE	0								1	Jersey	JE	JE		49.216667	-2.116667	JE	20191009103000	https://jerseyeveningpost.com/news/2019/10/09/penniless-islander-thanks-all-who-have-provided-support/
878360352	20181009	201810	2018	2018.7644	JUD	ATTORNEY						JUD													0	071	071	07	2	7.4	6	1	6	-3.1055900621118	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20191009103000	https://www.dailymail.co.uk/news/article-7553625/Kim-Kardashians-support-Making-Murderer-convict-Brendan-Dassey-make-no-difference.html
878360353	20181009	201810	2018	2018.7644	JUD	SUPREME COURT						JUD													1	172	172	17	4	-5.0	5	1	5	-3.09698451507743	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20191009103000	https://www.indiatimes.com/technology/news/government-wants-you-to-pollute-less-with-green-fireworks-on-diwali-and-why-it-s-a-bad-idea-377424.html
878360354	20181009	201810	2018	2018.7644	JUD	ATTORNEY						JUD			USA	UNITED STATES	USA								0	071	071	07	2	7.4	2	1	2	-3.1055900621118	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20191009103000	https://www.dailymail.co.uk/news/article-7553625/Kim-Kardashians-support-Making-Murderer-convict-Brendan-Dassey-make-no-difference.html
878360355	20181009	201810	2018	2018.7644	KEN	NAIROBI	KEN								KENGOV	UHURU KENYATTA	KEN					GOV			1	043	043	04	1	2.8	8	1	4	2.28353948620362	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20191009103000	https://www.businessdailyafrica.com/economy/Russia-courts-Kenya-for-new-business--trade-deals/3946234-5304344-njw0b3/
